CityName,YY,MM,WGS84_Lon,WGS84_Lat,RainValue
©yÄõ¿¤,1985,12,121.3,24.4,3.89796
©yÄõ¿¤,1986,1,121.3,24.4,1.39051
©yÄõ¿¤,1986,2,121.3,24.4,6.64749
©yÄõ¿¤,1986,3,121.3,24.4,8.1367
©yÄõ¿¤,1986,4,121.3,24.4,1.15854
©yÄõ¿¤,1986,5,121.3,24.4,12.8259
©yÄõ¿¤,1986,6,121.3,24.4,7.24462
©yÄõ¿¤,1986,7,121.3,24.4,2.46304
©yÄõ¿¤,1986,8,121.3,24.4,7.59424
©yÄõ¿¤,1986,9,121.3,24.4,13.355
©yÄõ¿¤,1986,10,121.3,24.4,0.781866
©yÄõ¿¤,1986,11,121.3,24.4,4.6515
©yÄõ¿¤,1986,12,121.3,24.4,1.47748
©yÄõ¿¤,1987,1,121.3,24.4,0.636986
©yÄõ¿¤,1987,2,121.3,24.4,2.06167
©yÄõ¿¤,1987,3,121.3,24.4,7.65067
©yÄõ¿¤,1987,4,121.3,24.4,3.15027
©yÄõ¿¤,1987,5,121.3,24.4,7.07359
©yÄõ¿¤,1987,6,121.3,24.4,6.71659
©yÄõ¿¤,1987,7,121.3,24.4,6.59547
©yÄõ¿¤,1987,8,121.3,24.4,1.90802
©yÄõ¿¤,1987,9,121.3,24.4,10.9735
©yÄõ¿¤,1987,10,121.3,24.4,3.38376
©yÄõ¿¤,1987,11,121.3,24.4,2.49635
©yÄõ¿¤,1987,12,121.3,24.4,1.60229
©yÄõ¿¤,1988,1,121.3,24.4,3.18819
©yÄõ¿¤,1988,2,121.3,24.4,2.70863
©yÄõ¿¤,1988,3,121.3,24.4,5.63817
©yÄõ¿¤,1988,4,121.3,24.4,8.6437
©yÄõ¿¤,1988,5,121.3,24.4,6.52702
©yÄõ¿¤,1988,6,121.3,24.4,2.23352
©yÄõ¿¤,1988,7,121.3,24.4,0.786533
©yÄõ¿¤,1988,8,121.3,24.4,2.92768
©yÄõ¿¤,1988,9,121.3,24.4,8.20961
©yÄõ¿¤,1988,10,121.3,24.4,2.75239
©yÄõ¿¤,1988,11,121.3,24.4,2.25116
©yÄõ¿¤,1988,12,121.3,24.4,1.01183
©yÄõ¿¤,1989,1,121.3,24.4,1.73414
©yÄõ¿¤,1989,2,121.3,24.4,0.902159
©yÄõ¿¤,1989,3,121.3,24.4,3.51818
©yÄõ¿¤,1989,4,121.3,24.4,7.66166
©yÄõ¿¤,1989,5,121.3,24.4,14.2619
©yÄõ¿¤,1989,6,121.3,24.4,4.61315
©yÄõ¿¤,1989,7,121.3,24.4,7.11898
©yÄõ¿¤,1989,8,121.3,24.4,2.90797
©yÄõ¿¤,1989,9,121.3,24.4,21.5335
©yÄõ¿¤,1989,10,121.3,24.4,1.09402
©yÄõ¿¤,1989,11,121.3,24.4,1.40534
©yÄõ¿¤,1989,12,121.3,24.4,3.99681
©yÄõ¿¤,1990,1,121.3,24.4,3.14675
©yÄõ¿¤,1990,2,121.3,24.4,4.34219
©yÄõ¿¤,1990,3,121.3,24.4,4.10191
©yÄõ¿¤,1990,4,121.3,24.4,21.0126
©yÄõ¿¤,1990,5,121.3,24.4,2.81132
©yÄõ¿¤,1990,6,121.3,24.4,14.3135
©yÄõ¿¤,1990,7,121.3,24.4,1.72507
©yÄõ¿¤,1990,8,121.3,24.4,22.5832
©yÄõ¿¤,1990,9,121.3,24.4,15.1959
©yÄõ¿¤,1990,10,121.3,24.4,1.13446
©yÄõ¿¤,1990,11,121.3,24.4,0.242034
©yÄõ¿¤,1990,12,121.3,24.4,0.194103
©yÄõ¿¤,1991,1,121.3,24.4,3.38761
©yÄõ¿¤,1991,2,121.3,24.4,1.3027
©yÄõ¿¤,1991,3,121.3,24.4,2.75085
©yÄõ¿¤,1991,4,121.3,24.4,2.85106
©yÄõ¿¤,1991,5,121.3,24.4,1.69507
©yÄõ¿¤,1991,6,121.3,24.4,8.77728
©yÄõ¿¤,1991,7,121.3,24.4,2.48821
©yÄõ¿¤,1991,8,121.3,24.4,3.71494
©yÄõ¿¤,1991,9,121.3,24.4,3.95786
©yÄõ¿¤,1991,10,121.3,24.4,3.08321
©yÄõ¿¤,1991,11,121.3,24.4,0.345197
©yÄõ¿¤,1991,12,121.3,24.4,2.09577
©yÄõ¿¤,1992,1,121.3,24.4,1.85411
©yÄõ¿¤,1992,2,121.3,24.4,12.237
©yÄõ¿¤,1992,3,121.3,24.4,8.14966
©yÄõ¿¤,1992,4,121.3,24.4,9.34513
©yÄõ¿¤,1992,5,121.3,24.4,7.36737
©yÄõ¿¤,1992,6,121.3,24.4,4.94899
©yÄõ¿¤,1992,7,121.3,24.4,3.7829
©yÄõ¿¤,1992,8,121.3,24.4,21.6898
©yÄõ¿¤,1992,9,121.3,24.4,11.2827
©yÄõ¿¤,1992,10,121.3,24.4,0.18053
©yÄõ¿¤,1992,11,121.3,24.4,0.283442
©yÄõ¿¤,1992,12,121.3,24.4,0.713248
©yÄõ¿¤,1993,1,121.3,24.4,2.05628
©yÄõ¿¤,1993,2,121.3,24.4,0.375617
©yÄõ¿¤,1993,3,121.3,24.4,8.50153
©yÄõ¿¤,1993,4,121.3,24.4,5.62076
©yÄõ¿¤,1993,5,121.3,24.4,5.10737
©yÄõ¿¤,1993,6,121.3,24.4,7.42682
©yÄõ¿¤,1993,7,121.3,24.4,1.47113
©yÄõ¿¤,1993,8,121.3,24.4,1.29305
©yÄõ¿¤,1993,9,121.3,24.4,1.58399
©yÄõ¿¤,1993,10,121.3,24.4,0.340513
©yÄõ¿¤,1993,11,121.3,24.4,2.98353
©yÄõ¿¤,1993,12,121.3,24.4,1.14192
©yÄõ¿¤,1994,1,121.3,24.4,2.52146
©yÄõ¿¤,1994,2,121.3,24.4,8.87567
©yÄõ¿¤,1994,3,121.3,24.4,2.92677
©yÄõ¿¤,1994,4,121.3,24.4,1.22098
©yÄõ¿¤,1994,5,121.3,24.4,6.18646
©yÄõ¿¤,1994,6,121.3,24.4,0.049974
©yÄõ¿¤,1994,7,121.3,24.4,6.58337
©yÄõ¿¤,1994,8,121.3,24.4,1.4897
©yÄõ¿¤,1994,9,121.3,24.4,1.39726
©yÄõ¿¤,1994,10,121.3,24.4,9.46446
©yÄõ¿¤,1994,11,121.3,24.4,0.000786794
©yÄõ¿¤,1994,12,121.3,24.4,1.6853
©yÄõ¿¤,1995,1,121.3,24.4,2.15433
©yÄõ¿¤,1995,2,121.3,24.4,6.51373
©yÄõ¿¤,1995,3,121.3,24.4,4.788
©yÄõ¿¤,1995,4,121.3,24.4,3.92975
©yÄõ¿¤,1995,5,121.3,24.4,5.95162
©yÄõ¿¤,1995,6,121.3,24.4,6.04315
©yÄõ¿¤,1995,7,121.3,24.4,3.96767
©yÄõ¿¤,1995,8,121.3,24.4,3.69785
©yÄõ¿¤,1995,9,121.3,24.4,4.09281
©yÄõ¿¤,1995,10,121.3,24.4,0.620612
©yÄõ¿¤,1995,11,121.3,24.4,0.939589
©yÄõ¿¤,1995,12,121.3,24.4,0.718582
©yÄõ¿¤,1996,1,121.3,24.4,0.420749
©yÄõ¿¤,1996,2,121.3,24.4,3.28001
©yÄõ¿¤,1996,3,121.3,24.4,2.52954
©yÄõ¿¤,1996,4,121.3,24.4,9.06972
©yÄõ¿¤,1996,5,121.3,24.4,11.097
©yÄõ¿¤,1996,6,121.3,24.4,2.41033
©yÄõ¿¤,1996,7,121.3,24.4,14.9582
©yÄõ¿¤,1996,8,121.3,24.4,6.12118
©yÄõ¿¤,1996,9,121.3,24.4,5.00582
©yÄõ¿¤,1996,10,121.3,24.4,2.31166
©yÄõ¿¤,1996,11,121.3,24.4,1.85355
©yÄõ¿¤,1996,12,121.3,24.4,1.0181
©yÄõ¿¤,1997,1,121.3,24.4,2.21683
©yÄõ¿¤,1997,2,121.3,24.4,7.00595
©yÄõ¿¤,1997,3,121.3,24.4,5.00021
©yÄõ¿¤,1997,4,121.3,24.4,2.31214
©yÄõ¿¤,1997,5,121.3,24.4,6.12844
©yÄõ¿¤,1997,6,121.3,24.4,11.8951
©yÄõ¿¤,1997,7,121.3,24.4,2.57016
©yÄõ¿¤,1997,8,121.3,24.4,12.8574
©yÄõ¿¤,1997,9,121.3,24.4,5.55396
©yÄõ¿¤,1997,10,121.3,24.4,1.70938
©yÄõ¿¤,1997,11,121.3,24.4,0.00617915
©yÄõ¿¤,1997,12,121.3,24.4,1.40248
©yÄõ¿¤,1998,1,121.3,24.4,4.57216
©yÄõ¿¤,1998,2,121.3,24.4,15.8147
©yÄõ¿¤,1998,3,121.3,24.4,5.64683
©yÄõ¿¤,1998,4,121.3,24.4,3.61098
©yÄõ¿¤,1998,5,121.3,24.4,6.56317
©yÄõ¿¤,1998,6,121.3,24.4,11.9774
©yÄõ¿¤,1998,7,121.3,24.4,1.15779
©yÄõ¿¤,1998,8,121.3,24.4,4.21373
©yÄõ¿¤,1998,9,121.3,24.4,6.46863
©yÄõ¿¤,1998,10,121.3,24.4,16.5931
©yÄõ¿¤,1998,11,121.3,24.4,0.624181
©yÄõ¿¤,1998,12,121.3,24.4,4.13819
©yÄõ¿¤,1999,1,121.3,24.4,2.18253
©yÄõ¿¤,1999,2,121.3,24.4,0.624639
©yÄõ¿¤,1999,3,121.3,24.4,4.62496
©yÄõ¿¤,1999,4,121.3,24.4,2.07357
©yÄõ¿¤,1999,5,121.3,24.4,13.5698
©yÄõ¿¤,1999,6,121.3,24.4,6.31388
©yÄõ¿¤,1999,7,121.3,24.4,3.19625
©yÄõ¿¤,1999,8,121.3,24.4,6.64532
©yÄõ¿¤,1999,9,121.3,24.4,2.70293
©yÄõ¿¤,1999,10,121.3,24.4,2.42823
©yÄõ¿¤,1999,11,121.3,24.4,0.653859
©yÄõ¿¤,1999,12,121.3,24.4,2.57617
